Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,CORSIA Eligible,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR456,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Blue Ridge Landfill,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Scotland, PA",PENNSYLVANIA,US,,,,200421,06/17/2009,04/05/2010,View,View,
CAR973,CAFR5003,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source - Bishop Improved Forest Management Project,Great Lakes Forests 1 LLC,Blue Source LLC,"TUV SUD America, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Upper Peninsula Michigan,MICHIGAN,US,,,,3492095,08/08/2012,04/25/2014,View,View,http://www.bluesource.com/contact/
CAR1195,CAFR5295,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source - Corkscrew Improved Forest Management Project,"National Audubon Society, Inc.",Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Naples,FLORIDA,US,,,,,10/28/2015,,View,View,
CAR683,NA,,"National Audubon Society, Inc.","National Audubon Society, Inc.",Blue Source - Francis Beidler Improved Forest Management Project,"National Audubon Society, Inc","Blue Source, LLC","S&A Carbon, LLC",Improved Forest Management,Registered,Not ARB Eligible,No,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,,,899008,01/21/2011,03/28/2013,View,View,
CAR659,NA,,David Dicktel,David Dicktel,Blue Source - Pungo River Forest Conservation Project,,Blue Source,"TUV SUD America, Inc.",Avoided Conversion,Registered,Not ARB Eligible,No,"Washington County, NC",NORTH CAROLINA,US,,,,274527,09/30/2010,06/19/2012,View,View,
CAR1200,CAFR5300,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source- Goodwood Improved Forest Management Project,"Goodwood Virginia, LLC",Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Franklin,VIRGINIA,US,,,,,10/30/2015,,View,View,
CAR1199,CAFR5299,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source- Stonewall Improved Forest Management Project,"Stonewall Timberlands, LLC",Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Lawrenceville,VIRGINIA,US,,,,,10/30/2015,,View,View,
CAR1203,CAFR5303,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source- Sylvan Improved Forest Management Project,"Sylvan Timberlands, LLC",Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Millinocket,MAINE,US,,,,,10/30/2015,,View,View,
CAR1207,CAFR5307,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source-Montrose Improved Forest Management Project,"Rocky Creek Plantation, LLC",Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Chester,SOUTH CAROLINA,US,,,,,10/29/2015,,View,View,
CAR1196,CAFR5296,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source-Silver Bluff Improved Forest Management Project,"National Audubon Society, Inc.",Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Augusta,GEORGIA,US,,,,,10/28/2015,,View,View,
CAR1202,CAFR5302,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source-Snowshoe Improved Forest Management Project,"Snowshoe Timberlands, LLC",Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Enfield,MAINE,US,,,,,11/12/2015,,View,View,
CAR1210,CAFR5310,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source-Westervelt Atlantic Coast Improved Forest Management Project,The Westervelt Company,Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,"Franklin, VA",VIRGINIA,US,,,,,11/04/2015,,View,View,
CAR1212,CAFR5312,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source-Westervelt Gulf Coast Improved Forest Management Project,The Westervelt Company,Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Waynesboro,MISSISSIPPI,US,,,,,11/04/2015,,View,View,
CAR1211,CAFR5311,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source-Westervelt Piedmont Improved Forest Management Project,The Westervelt Company,Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,"Buhl, AL",ALABAMA,US,,,,,11/04/2015,,View,View,
CAR1201,CAFR5301,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source-Winchendon Improved Forest Management Project,Winchendon Forest LLC,Blue Source LLC,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Ashby,MASSACHUSETTS,US,,,,,10/30/2015,,View,View,
CAR1209,CAFR5309,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Blue Source-Wolf River Improved Forest Management Project,"Bluesource Sustainable Forests Company, LLC",None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,"Antigo, WI",WISCONSIN,US,,,,679990,11/04/2015,10/26/2017,View,View,
CAR439,NA,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Bluesource - Camelot Landfill,,,"TUV SUD America, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Lewisville,TEXAS,US,,,,471439,03/30/2009,12/14/2009,View,View,
CAR1247,NA,,"Anew Carbon Development, LLC","Carroll MT Properties, LLC",Bluesource - Carroll Avoided Grassland Conversion Project,,,SCS Global Services,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,"Valley County, MT",MONTANA,US,,,,69843,12/20/2016,01/18/2019,View,View,
CAR551,NA,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Bluesource - Indian Creek Landfill Gas Project,,,"TUV SUD America, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Tazewell County, Hopedale",ILLINOIS,US,,,Project has exceeded its NMOC threshold. It was required to have a GCCS installed by 10/29/2012,150060,12/03/2009,07/27/2011,View,View,
CAR469,NA,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Bluesource - MP Greenwood Landfill Gas to Energy Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Greenwood County; Greenwood; 1 Mi. N of Greenville,SOUTH CAROLINA,US,,,,78888,07/16/2009,12/08/2011,View,View,www.methanepower.net
CAR482,NA,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Bluesource - MP Wilson Landfill Gas Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Wilson County,NORTH CAROLINA,US,,,,32982,08/27/2009,01/13/2012,View,View,www.methanepower.net
CAR830,NA,,"Anew Carbon Development, LLC","Anew Carbon Development, LLC",Bluesource - Sarpy County Landfill Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Sarpy County, Nebraska",NEBRASKA,US,,,,32342,06/16/2011,08/28/2012,View,View,
CAR1564,NA,,Soda Creek Inc.,Soda Creek Inc.,Bluesource - Soda Creek Avoided Grassland Conversion Project,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,"McCone County, Montana",MONTANA,US,,,,6845,09/14/2022,06/20/2023,View,View,
CAR878,NA,,"City of Lincoln, NE","City of Lincoln, NE",Bluff Road Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Lincoln,NEBRASKA,US,,,,332253,08/04/2011,01/27/2014,View,View,
CAR1284,NA,CARC1394,Climate Trust Capital Fund I LP,The Nature Conservancy,BNW Ranch,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,Wallowa County,OREGON,US,,,,25689,11/20/2017,12/17/2019,View,View,
CAR1260,NA,CARC1394,Climate Trust Capital Fund I LP,The Nature Conservancy,BNW West,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,Wallowa County,OREGON,US,,,,8866,05/10/2017,12/17/2019,View,View,
CAR1864,NA,,THEEARTHLAB SA de CV,Ejido Caoba,BONOS AROMA DEL MAYAB,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Ejido Caoba,QUINTANA ROO,MX,,,,,02/20/2024,,View,View,
CAR1509,NA,CARC1512,SESISA,Ejido Candelaria II,Bonos Comunitarios CO2-Candelaria II,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,"México, José María Morelos",QUINTANA ROO,MX,,,,10930,08/04/2021,09/30/2022,View,View,ninguna
CAR1508,NA,CARC1512,SESISA,ejido el naranjal,Bonos Comunitarios CO2-El Naranjal,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,"México, José María Morelos",QUINTANA ROO,MX,,,,8117,08/04/2021,09/30/2022,View,View,ninguna
CAR1510,NA,CARC1512,SESISA,EJIDO SAN ANTONIO TUK,Bonos Comunitarios CO2-San Antonio Tuk,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,"México, José María Morelos",QUINTANA ROO,MX,,,,7757,08/04/2021,09/30/2022,View,View,ninguna
CAR1612,NA,CARC1640,SESISA,EJIDO KANKABCHEN,Bonos Comunitarios CO2_Ejido Kankabchen,Servicios SilvoagropecuariosS.A. de C.V.,Servicios Silvoagropecuarios S.A. de C.V.,,Forestry - MX,Registered,Not ARB Eligible,No,"Mexico, Quintana Roo, Jose Maria Morelos, Localidad Kakabchen",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,17088,09/02/2022,05/07/2024,View,View,Ninguna
CAR1613,NA,CARC1640,SESISA,EJIDO X-YATIL,Bonos Comunitarios CO2_Ejido X-yatil,Servicios SilvoagropecuariosS.A. de C.V.,Servicios Silvoagropecuarios S.A. de C.V.,,Forestry - MX,Registered,Not ARB Eligible,No,"Mexico,Quintana Roo, Felipe Carrillo Puerto, Localidad X-yatil",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,15474,09/02/2022,05/07/2024,View,View,Ninguna
CAR1511,NA,CARC1512,SESISA,ejido san felipe oriente,Bonos Comunitarios CO2_San Felipe Oriente,Servicios Silvoagropecuarios SA de CV,Servicios SIlvoagropecuarios SA de CV,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,"México, José María Morelos",QUINTANA ROO,MX,,,,1451,08/04/2021,09/30/2022,View,View,ninguna
CAR1611,NA,CARC1640,SESISA,EJIDO LAZARO CARDENAS,Bonos Comunitarios:Ejido Lazaro Cardenas,Servicios SilvoagropecuariosS.A. de C.V.,Servicios Silvoagropecuarios S.A. de C.V.,,Forestry - MX,Registered,Not ARB Eligible,No,"Mexico,Quintana Roo, Jose Maria Morelos, Localidad Lazaro Cardenas",QUINTANA ROO,MX,,1. No Poverty;2. Zero Hunger;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;11. Sustainable Cities and Communities;13. Climate Action;15. Life on Land,,15171,09/02/2022,05/07/2024,View,View,Ninguna
CAR1587,NA,CARC1905,Unión de Consultores Forestales S.C de R. L. de C.V.,EJIDO CONCEPCIÓN DEL MONTE,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Concepción del Monte,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Ejido Concepción del Monte, Municipio de San José del Rincón, Estado de México",STATE OF MÉXICO,MX,,,This was formerly part of  CARC1672 under INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXAC,5017,06/01/2022,08/04/2023,View,View,
CAR1588,NA,CARC1905,Unión de Consultores Forestales S.C de R. L. de C.V.,EJIDO LAS ROSAS,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Las Rosas,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Ejido Las Rosas, Municipio de San José del Rincón, Estado de México",STATE OF MÉXICO,MX,,,This was formerly part of  CARC1672 under INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXAC,8586,06/01/2022,08/04/2023,View,View,
CAR1589,NA,CARC1905,Unión de Consultores Forestales S.C de R. L. de C.V.,EJIDO LOS LOBOS,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Los Lobos,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Domicilio Conocido, Los Lobos Centro, San José del",STATE OF MÉXICO,MX,,,This was formerly part of  CARC1672 under INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXAC,4416,06/01/2022,08/04/2023,View,View,
CAR1590,NA,CARC1905,Unión de Consultores Forestales S.C de R. L. de C.V.,EJIDO ROSA DE PALO AMARILLO,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido Rosa de Palo Amarillo,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Domicilio Conocido, Ejido Rosa de Palo Amarillo, San José del Rincón, Estado de México, México",STATE OF MÉXICO,MX,,,This was formerly part of  CARC1672 under INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXAC,5533,06/01/2022,08/04/2023,View,View,
CAR1591,NA,CARC1905,Unión de Consultores Forestales S.C de R. L. de C.V.,EJIDO SAN FELIPE DE JESÚS,Bonos de Carbono-San José del Rincón-Mariposa Monarca-Ejido San Felipe de Jesús,,,,Forestry - MX,Registered,Not ARB Eligible,No,"Domicilio Conocido, Ejido San Felipe de Jesús, San José del Rincón, Estado de México, México",STATE OF MÉXICO,MX,,,This was formerly part of  CARC1672 under INTEGRADORA DE COMUNIDADES INDIGENAS Y CAMPESINAS DE OAXAC,2547,06/01/2022,08/04/2023,View,View,
CAR1865,NA,,THEEARTHLAB SA de CV,Ejido Felipe Carrillo Puerto,BONOS LAGUNA SÍJIL NOH-HÁ,,,,Forestry - MX,Registered,Not ARB Eligible,No,Ejido Felipe Carrillo Puerto,QUINTANA ROO,MX,,,,546731,02/20/2024,08/27/2024,View,View,
CAR1863,NA,,THEEARTHLAB SA de CV,Ejido X-Hazil y Anexos,BONOS X-HAZIL DE LA RUTA SIAN KA´AN,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Ejido X-Hazil y Anexos,QUINTANA ROO,MX,,,,,02/20/2024,,View,View,
CAR440,NA,,Environmental Credit Corp.,Environmental Credit Corp.,Bos Dairy,Environmental Credit Corp.,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Fair Oaks, IN",INDIANA,US,,,,4077,08/28/2009,05/10/2013,View,View,N/A
CAR2029,NA,,Eco Material Technologies Inc,Eco Material Technologies Inc,Bowen Harvested Fly Ash (SCM) Project,,,,Low Carbon Cement,Listed,Not ARB Eligible,No,"Cartersville, Georgia",GEORGIA,US,,,,,08/28/2024,,View,View,www.ecomaterial.com
CAR1112,CAFR5112,,Sierra Pacific Industries,Sierra Pacific Industries,Bowman Lake,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Nevada and Sierra Counties West of Bowman Lake,CALIFORNIA,US,,,,,02/13/2015,,View,View,
CAR1961,NA,CARC1397,The Climate Trust,Cynthia Brewer,Brewer Avoided Grassland Conversion,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,No,Musselshell County,MONTANA,US,,,,,05/01/2024,,View,View,
CAR474,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Bridgewater Dairy LLC,"Camco International Group, Inc.",N/A,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Montpelier (Williams County),OHIO,US,,,,56098,07/30/2009,07/19/2010,View,View,
CAR1122,CALS5122,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Bridgewater Dairy, LLC","Bridgewater Dairy, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,No,Montpelier,OHIO,US,,,,68510,02/03/2015,11/02/2015,View,View,
CAR1555,NA,,"South Pole USA, Inc.","South Pole USA, Inc.",Brimex Energy and Biogas,,,,Livestock - MX,Listed,Not ARB Eligible,No,Lagos de Moreno,JALISCO,MX,,,,,05/10/2022,,View,View,
CAR419,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Brook View Dairy,"TerraPass, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Freeport,MICHIGAN,US,,,,45741,04/17/2009,11/17/2009,View,View,
CAR1036,CALS5041,,"3Degrees Group, Inc","3Degrees Group, Inc",Brook View Dairy Methane Reduction Project,"Brook View Dairy, LLC","3Degrees Group, Inc",,Livestock - ARB Compliance,Completed,Completed,No,Freeport,MICHIGAN,US,,,Reported under CAR419 prior to transition to the ARB Compliance Offset Protocol,153757,01/15/2014,08/25/2014,View,View,
CAR1095,CAFR5096,,"Coastal Forestlands, LTD., a California Limited Partnership","Coastal Forestlands, LTD., a California Limited Partnership",Brushy Mountain,"Coastal Forestlands, LTD., a California Limited Partnership",James D. Clark,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Mendocino County,CALIFORNIA,US,,,,2203419,10/01/2014,09/22/2015,View,View,
CAR1989,CAMM6989,,"Keyrock Environment,LLC","Keyrock Environment,LLC",Buck Creek Abandoned Mine Methane Incineration Project,Keyrock Environment LLC,None,"Agri-Waste Technology, Inc.",Mine Methane Capture - ARB Compliance,Listed,Proposed Project,No,Sullivan,INDIANA,US,,,,,05/29/2024,,View,View,
CAR1066,CAFR5058,,Sierra Pacific Industries,Sierra Pacific Industries,Buck Mountain ARB002,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Siskiyou County,CALIFORNIA,US,,,,396583,04/25/2014,02/05/2016,View,View,
CAR1013,CAFR5055,,The Conservation Fund,The Conservation Fund,Buckeye Forest Project,Sustainable Conservation Inc.,The Conservation Fund,"TUV SUD America, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Sonoma County,CALIFORNIA,US,,,,1133450,10/09/2013,06/08/2015,View,View,
CAR1113,CAFR5113,,Sierra Pacific Industries,Sierra Pacific Industries,Bull Creek,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,In Butte and Tehama Counties nort east of Chico,CALIFORNIA,US,,,,,08/04/2015,,View,View,
CAR1379,CAFR6379,,Sierra Pacific Industries,Sierra Pacific Industries,Bull Creek 2019,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,,No,Butte and Tehama Counties,CALIFORNIA,US,,,"combined CAR1378, CAR1379, CAR1380 into CAR1381",,05/12/2021,,View,View,
CAR531,NA,,Buncombe County,Buncombe County,Buncombe County Landfill,,,"TUV SUD America, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Buncombe County,NORTH CAROLINA,US,,,,272643,01/14/2010,04/24/2012,View,View,www.buncombecounty.org
CAR423,NA,,"Timberline Energy, LLC","Timberline Energy, LLC",Butler County Landfill Pipeline Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,David City,NEBRASKA,US,,,,165136,01/07/2009,08/06/2009,View,View,timberlineenergy.com
CAR1794,NA,CARC1788,Bioforestal Innovación Sustentable S.C.,CPALEJANDROHERRERA,C.P. ALEJANDRO HERRERA,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Listed,Not ARB Eligible,No,Ranchería de Metepec,PUEBLA,MX,,,,,03/11/2024,,View,View,
CAR1610,NA,,Bioforestal Innovación Sustentable S.C.,C.P. Lagunita de San Diego,C.P. Lagunita de San Diego,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,"Landa de Matamoros, Querétaro, México",QUERÉTARO,MX,,,,,08/24/2022,,View,View,
CAR933,NA,,ABEC Bidart-Old River LLC,ABEC Bidart-Old River LLC,CalBio ORRD,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Kern County,CALIFORNIA,US,,,,24756,03/13/2012,02/28/2015,View,View,
CAR1136,CALS5183,,ABEC Bidart-Old River LLC,ABEC Bidart-Old River LLC,CalBio ORRD Project,ABEC Bidart-Old River LLC,None,,Livestock - ARB Compliance,Registered,Active ARB Project,No,Kern County,CALIFORNIA,US,,,,220747,02/27/2015,06/25/2018,View,View,
